"it" "im" "dep" "meth" "out"
"209" 2 10 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"210" 2 10 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"211" 2 10 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"212" 2 10 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"213" 2 10 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"214" 2 10 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"215" 2 10 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"216" 2 10 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"217" 2 10 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"218" 2 10 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"219" 2 11 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"220" 2 11 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"221" 2 11 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"222" 2 11 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"223" 2 11 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"224" 2 11 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"225" 2 11 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"226" 2 11 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"227" 2 11 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"228" 2 11 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"229" 2 11 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"230" 2 11 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"231" 2 11 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"232" 2 12 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"233" 2 12 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"234" 2 12 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"235" 2 12 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"236" 2 12 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"237" 2 12 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"238" 2 12 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"239" 2 12 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"240" 2 12 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"241" 2 12 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"242" 2 12 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"243" 2 12 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"244" 2 12 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"245" 2 13 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"246" 2 13 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"247" 2 13 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"248" 2 13 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"249" 2 13 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"250" 2 13 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"251" 2 13 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"252" 2 13 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"253" 2 13 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"254" 2 13 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"255" 2 13 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"256" 2 13 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"257" 2 13 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"258" 2 14 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"259" 2 14 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"260" 2 14 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"261" 2 14 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"262" 2 14 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"263" 2 14 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"264" 2 14 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"265" 2 14 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"266" 2 14 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"267" 2 14 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"268" 2 14 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"269" 2 15 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"270" 2 15 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"271" 2 15 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"272" 2 15 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"273" 2 15 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"274" 2 15 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"275" 2 15 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"276" 2 15 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"277" 2 15 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"278" 2 15 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"279" 2 15 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"280" 2 15 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"281" 2 15 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"282" 3 1 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"283" 3 1 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"284" 3 1 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"285" 3 1 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"286" 3 1 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"287" 3 1 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
